5.359,5.1571,5.7838,5.5082,4.8482,5.4976,5.075,5.5406,5.551,5.0593
5.2853,5.9178,5.5782,5.9932,5.6535,5.916,5.9318,5.3972,5.8038,5.9187
5.969,5.8612,5.8536,5.7718,6.0243,5.9566,5.919,6.1232,5.9958,5.9677
5.9367,5.4556,5.7098,6.3009,6.3622,6.3973,6.3033,6.2088,6.2376,5.9925
6.1755,6.1356,6.3653,6.3793,6.519,6.4537,6.118,6.3191,6.3762,6.2225
6.5003,6.5697,6.6176,6.5053,6.5436,6.5064,6.4971,6.5042,6.5251,6.5207
6.5769,6.5937,6.5841,6.5631,6.636,6.5179,6.5999,6.5514,6.5165,6.4612
6.5796,6.6031,6.5763,6.5347,6.6391,6.5312,6.6222,6.5449,6.3792,6.5095
6.4554,6.4663,6.58,6.5758,6.621,6.4944,6.5418,6.5339,6.5533,6.5259
6.4631,6.5439,6.5103,6.4492,6.4974,6.4582,6.4571,6.6055,6.5009,6.3956
