8.008008008008009, 9.00900900900901, 12.012012012012013, 15.015015015015017, 30.030030030030034, 31.031031031031034, 33.033033033033036, 34.034034034034036, 35.03503503503504, 39.03903903903904, 41.04104104104105, 46.04604604604605, 59.05905905905907, 71.07107107107107, 74.07407407407408, 83.0830830830831, 84.0840840840841, 103.10310310310311, 106.10610610610611, 109.10910910910911, 117.11711711711713, 118.11811811811813, 130.13013013013014, 136.13613613613614, 139.13913913913916, 148.14814814814815, 152.15215215215215, 157.15715715715717, 159.15915915915917, 164.1641641641642, 166.1661661661662, 168.1681681681682, 169.16916916916918, 171.17117117117118, 173.17317317317318, 176.1761761761762, 191.1911911911912, 201.20120120120123, 206.20620620620622, 214.21421421421422, 221.22122122122124, 233.23323323323325, 242.24224224224227, 243.24324324324326, 246.24624624624627, 247.24724724724726, 254.25425425425428, 263.2632632632633, 264.2642642642643, 268.2682682682683, 269.2692692692693, 271.2712712712713, 283.2832832832833, 288.2882882882883, 292.2922922922923, 293.29329329329335, 306.30630630630634, 329.32932932932937, 339.33933933933935, 346.34634634634637, 348.3483483483484, 353.3533533533534, 378.3783783783784, 379.37937937937943, 388.3883883883884, 389.3893893893894, 390.39039039039045, 397.3973973973974, 400.40040040040043, 407.40740740740745, 414.41441441441447, 416.41641641641644, 424.42442442442444, 446.4464464464465, 447.4474474474475, 461.4614614614615, 464.4644644644645, 466.4664664664665, 467.4674674674675, 472.47247247247253, 479.4794794794795, 497.49749749749753, 502.5025025025025, 504.50450450450455, 514.5145145145145, 517.5175175175176, 523.5235235235235, 531.5315315315315, 541.5415415415416, 552.5525525525526, 559.5595595595596, 562.5625625625626, 584.5845845845846, 585.5855855855856, 591.5915915915916, 599.5995995995996, 600.6006006006006, 614.6146146146147, 630.6306306306307, 650.6506506506507, 663.6636636636637, 671.6716716716717, 678.6786786786787, 679.6796796796798, 680.6806806806808, 704.7047047047048, 705.7057057057058, 725.7257257257257, 733.7337337337337, 739.7397397397398, 742.7427427427428, 747.7477477477478, 752.7527527527528, 762.7627627627628, 765.7657657657659, 781.7817817817819, 786.7867867867868, 791.7917917917919, 794.7947947947948, 795.7957957957958, 798.7987987987989, 799.7997997997999, 810.8108108108108, 812.8128128128129, 817.8178178178179, 825.8258258258259, 834.834834834835, 836.8368368368369, 852.852852852853, 853.8538538538539, 855.8558558558559, 857.8578578578579, 859.85985985986, 866.866866866867, 869.86986986987, 872.8728728728729, 874.874874874875, 880.8808808808809, 890.890890890891, 894.894894894895, 908.908908908909, 924.924924924925, 928.928928928929, 930.930930930931, 933.933933933934, 941.941941941942, 942.942942942943, 949.94994994995, 951.9519519519521, 952.9529529529531, 958.958958958959, 967.9679679679681, 969.9699699699701, 975.9759759759761, 989.98998998999, 995.995995995996
6.0060060060060065, 19.01901901901902, 39.03903903903904, 52.052052052052055, 54.054054054054056, 55.05505505505506, 57.057057057057065, 68.06806806806807, 86.0860860860861, 97.0970970970971, 98.0980980980981, 107.10710710710711, 121.12112112112113, 150.15015015015015, 154.15415415415416, 169.16916916916918, 170.1701701701702, 172.1721721721722, 178.1781781781782, 183.1831831831832, 184.1841841841842, 186.1861861861862, 188.1881881881882, 196.1961961961962, 223.22322322322324, 232.23223223223226, 235.23523523523525, 237.23723723723725, 254.25425425425428, 274.2742742742743, 275.2752752752753, 277.2772772772773, 282.2822822822823, 289.28928928928934, 302.30230230230234, 307.3073073073073, 311.31131131131133, 317.31731731731736, 323.32332332332334, 325.32532532532537, 326.32632632632635, 332.3323323323324, 335.33533533533534, 347.34734734734735, 352.3523523523524, 358.3583583583584, 368.3683683683684, 375.3753753753754, 376.3763763763764, 380.3803803803804, 395.39539539539544, 409.4094094094094, 412.41241241241244, 421.4214214214215, 441.4414414414415, 449.4494494494495, 454.4544544544545, 459.4594594594595, 468.46846846846853, 470.4704704704705, 472.47247247247253, 480.48048048048054, 481.4814814814815, 494.4944944944945, 501.50150150150154, 506.5065065065065, 509.50950950950954, 517.5175175175176, 518.5185185185186, 521.5215215215215, 534.5345345345346, 546.5465465465466, 561.5615615615616, 565.5655655655656, 566.5665665665666, 569.5695695695696, 579.5795795795797, 605.6056056056057, 606.6066066066066, 611.6116116116117, 614.6146146146147, 624.6246246246246, 625.6256256256257, 626.6266266266267, 631.6316316316316, 634.6346346346347, 638.6386386386387, 652.6526526526527, 659.6596596596597, 671.6716716716717, 676.6766766766767, 677.6776776776777, 680.6806806806808, 683.6836836836837, 686.6866866866867, 687.6876876876878, 692.6926926926927, 698.6986986986988, 706.7067067067068, 721.7217217217218, 726.7267267267268, 728.7287287287288, 729.7297297297298, 730.7307307307308, 740.7407407407408, 743.7437437437438, 764.7647647647648, 768.7687687687688, 778.7787787787788, 779.7797797797798, 808.8088088088089, 812.8128128128129, 814.8148148148149, 837.8378378378379, 847.8478478478479, 848.8488488488489, 849.8498498498499, 854.8548548548549, 860.860860860861, 888.8888888888889, 892.892892892893, 893.893893893894, 895.8958958958959, 900.900900900901, 902.902902902903, 903.9039039039039, 907.907907907908, 911.911911911912, 917.917917917918, 921.921921921922, 922.922922922923, 925.925925925926, 943.9439439439441, 959.9599599599601, 962.962962962963, 972.972972972973, 980.980980980981, 984.9849849849851, 987.987987987988, 991.9919919919921, 997.9979979979981
