1.6782,1.4995,1.5658,1.5686,1.5615,1.5721,1.7131,1.649,1.5525,1.6187
1.6481,1.6359,1.6195,1.5119,1.4226,1.5883,1.6215,1.5046,1.4319,1.7118
1.5589,1.6861,1.6422,1.5024,1.5087,1.3715,1.8264,1.3756,1.5307,1.5139
1.4163,1.3357,1.5115,1.5022,1.4087,1.3576,1.5976,1.5636,1.5693,1.6554
1.5981,1.6515,1.707,1.577,1.5571,1.5048,1.5592,1.3451,1.5494,1.5742
1.5981,1.6515,1.707,1.577,1.5571,1.5048,1.5592,1.3451,1.5494,1.5742
1.6085,1.6776,1.3912,1.5957,1.481,1.5788,1.6464,1.5216,1.3869,1.543
1.5108,1.3936,1.6154,1.5548,1.6519,1.6307,1.7767,1.6157,1.5069,1.4358
1.5831,1.3983,1.67,1.569,1.5856,1.7865,1.5602,1.4765,1.4711,1.5399
1.7181,1.6976,1.6498,1.5604,1.4211,1.5649,1.7442,1.4431,1.6791,1.702
