2.1776,2.0647,1.8841,1.8879,2.1011,2.0469,2.0847,2.1,2.0611,2.0143
1.889,1.9756,2.049,2.1173,1.7224,2.0954,2.0553,2.1356,2.0053,1.9785
2.1109,2.0848,2.1248,1.9446,2.0957,1.7805,1.9999,2.2411,2.2155,2.1937
2.0302,2.1605,1.9704,2.0313,2.1019,1.9852,2.0299,2.1464,2.0944,2.0055
2.0516,2.2111,1.9239,1.715,1.8382,2.0207,1.9146,1.9964,2.0792,2.0815
2.0696,2.0763,2.2084,1.9763,2.1665,2.1524,1.9578,2.1539,1.9359,2.0999
1.9177,2.138,1.9585,2.1357,1.9205,1.9172,1.9763,1.812,1.9001,1.7349
2.0061,1.9697,1.7338,2.172,1.9717,1.7941,2.0614,1.7892,2.0356,1.716
1.7289,2.2063,2.0603,2.0258,2.0792,1.8227,1.9355,2.0334,2.0725,1.702
2.1093,1.9956,2.034,1.987,2.0779,1.884,2.0658,2.0867,2.104,2.1894
