2.1684,2.1392,1.9962,1.9534,2.1197,1.8939,2.0928,2.1698,2.0693,2.1123
2.0525,1.9643,1.6443,1.9276,2.2394,2.0321,2.0398,2.048,2.0233,2.0056
2.0579,2.0156,2.1194,2.1178,2.0536,1.9501,1.9589,2.0531,2.1631,1.9895
2.0685,2.098,1.9971,1.6062,2.2322,2.0366,2.0971,1.9993,2.18,2.1147
2.052,1.93,2.0594,2.0459,2.1601,1.9776,2.0831,1.8671,2.1747,2.0152
2.0187,2.0602,2.0774,1.6739,2.069,1.9229,1.8786,1.8993,2.1654,2.1252
2.0618,1.9188,1.6187,1.9943,2.0861,1.9568,1.9526,2.057,2.0601,1.8356
2.0989,1.6794,2.1322,2.0478,2.1564,1.8909,1.9452,2.1052,2.1442,2.099
2.0648,2.0351,1.8376,2.1185,2.0611,1.8385,2.0627,1.9883,2.0283,2.1797
2.146,2.0724,2.0881,1.8715,2.0082,1.9263,2.0805,1.9957,2.0534,2.0486
