3.1238,3.0891,3.2178,3.1927,3.1712,3.112,3.1548,3.0953,3.1827,3.2027
3.1748,3.1395,3.1466,3.1347,3.1776,3.1565,3.1244,3.1849,3.1581,3.0954
3.1238,3.1213,3.1369,3.066,3.1379,3.2163,3.1651,3.1493,3.1154,3.1291
3.1611,3.1527,3.0927,3.1494,3.131,3.128,3.1019,3.1241,3.1703,3.1039
3.1128,3.1583,3.1498,3.109,3.1023,3.0909,3.1068,3.1266,3.0846,3.1092
3.0857,3.0966,3.0961,3.1111,3.1182,3.0828,3.165,3.1333,3.1233,3.1273
3.1116,3.1113,3.1184,3.1322,3.1184,3.0996,3.1037,3.084,3.1249,3.1229
3.0929,3.028,3.1669,3.0776,3.1185,3.049,3.0559,2.9946,3.0711,3.0955
2.9421,2.9548,2.8893,2.9125,2.9649,2.931,2.8334,2.8871,2.9375,2.9183
2.4285,2.3644,2.4237,2.3357,2.3261,2.5016,2.495,2.3722,2.4794,2.3758
