24.024024024024026, 56.056056056056065, 73.07307307307308, 75.07507507507508, 108.10810810810811, 111.11111111111111, 113.11311311311313, 131.13113113113116, 142.14214214214215, 169.16916916916918, 187.1871871871872, 193.19319319319322, 240.24024024024027, 244.24424424424427, 245.24524524524526, 252.25225225225228, 263.2632632632633, 293.29329329329335, 302.30230230230234, 373.3733733733734, 374.3743743743744, 380.3803803803804, 391.39139139139144, 396.3963963963964, 404.40440440440443, 412.41241241241244, 423.42342342342346, 429.4294294294295, 437.4374374374375, 445.4454454454455, 452.4524524524525, 473.4734734734735, 474.4744744744745, 502.5025025025025, 509.50950950950954, 518.5185185185186, 523.5235235235235, 529.5295295295296, 537.5375375375376, 538.5385385385385, 544.5445445445446, 548.5485485485486, 554.5545545545546, 565.5655655655656, 590.5905905905906, 596.5965965965967, 622.6226226226227, 625.6256256256257, 639.6396396396397, 657.6576576576578, 671.6716716716717, 676.6766766766767, 680.6806806806808, 683.6836836836837, 686.6866866866867, 689.6896896896898, 697.6976976976978, 704.7047047047048, 707.7077077077078, 710.7107107107108, 740.7407407407408, 742.7427427427428, 760.7607607607608, 815.8158158158159, 823.8238238238239, 826.8268268268268, 836.8368368368369, 863.8638638638639, 873.873873873874, 882.882882882883, 917.917917917918, 936.9369369369371, 938.938938938939, 947.947947947948, 969.9699699699701, 974.9749749749751, 977.9779779779781, 990.9909909909911
6.0060060060060065, 8.008008008008009, 15.015015015015017, 20.02002002002002, 23.023023023023026, 24.024024024024026, 30.030030030030034, 40.04004004004004, 48.04804804804805, 50.050050050050054, 60.06006006006007, 62.06206206206207, 73.07307307307308, 74.07407407407408, 75.07507507507508, 77.07707707707708, 83.0830830830831, 99.0990990990991, 103.10310310310311, 107.10710710710711, 113.11311311311313, 118.11811811811813, 127.12712712712714, 130.13013013013014, 144.14414414414415, 145.14514514514516, 146.14614614614615, 154.15415415415416, 159.15915915915917, 170.1701701701702, 171.17117117117118, 184.1841841841842, 193.19319319319322, 197.19719719719723, 206.20620620620622, 218.21821821821823, 225.22522522522524, 228.22822822822826, 233.23323323323325, 240.24024024024027, 244.24424424424427, 255.25525525525526, 262.2622622622623, 280.2802802802803, 293.29329329329335, 302.30230230230234, 305.30530530530535, 308.3083083083083, 316.3163163163163, 325.32532532532537, 327.32732732732734, 331.33133133133134, 339.33933933933935, 344.3443443443444, 345.3453453453454, 347.34734734734735, 349.3493493493494, 355.3553553553554, 356.3563563563564, 358.3583583583584, 359.3593593593594, 365.3653653653654, 366.3663663663664, 371.3713713713714, 374.3743743743744, 390.39039039039045, 391.39139139139144, 393.3933933933934, 396.3963963963964, 400.40040040040043, 402.40240240240246, 407.40740740740745, 409.4094094094094, 410.41041041041046, 412.41241241241244, 417.4174174174175, 420.42042042042044, 443.44344344344347, 449.4494494494495, 455.4554554554555, 460.4604604604605, 464.4644644644645, 474.4744744744745, 478.4784784784785, 483.48348348348355, 486.4864864864865, 488.48848848848854, 502.5025025025025, 503.50350350350357, 516.5165165165166, 520.5205205205206, 523.5235235235235, 529.5295295295296, 545.5455455455456, 552.5525525525526, 560.5605605605606, 566.5665665665666, 568.5685685685686, 569.5695695695696, 572.5725725725727, 576.5765765765766, 579.5795795795797, 585.5855855855856, 588.5885885885887, 590.5905905905906, 593.5935935935936, 596.5965965965967, 601.6016016016016, 610.6106106106107, 622.6226226226227, 623.6236236236236, 626.6266266266267, 627.6276276276277, 637.6376376376377, 639.6396396396397, 649.6496496496497, 654.6546546546547, 660.6606606606607, 661.6616616616617, 667.6676676676677, 674.6746746746747, 679.6796796796798, 680.6806806806808, 682.6826826826828, 684.6846846846847, 686.6866866866867, 687.6876876876878, 688.6886886886888, 692.6926926926927, 697.6976976976978, 704.7047047047048, 707.7077077077078, 709.7097097097097, 710.7107107107108, 717.7177177177177, 723.7237237237238, 731.7317317317318, 739.7397397397398, 742.7427427427428, 747.7477477477478, 750.7507507507509, 757.7577577577579, 761.7617617617618, 762.7627627627628, 764.7647647647648, 767.7677677677679, 770.7707707707708, 792.7927927927929, 805.8058058058059, 807.8078078078079, 809.8098098098098, 815.8158158158159, 829.8298298298299, 831.8318318318319, 836.8368368368369, 844.8448448448449, 846.8468468468469, 863.8638638638639, 867.867867867868, 875.875875875876, 879.8798798798799, 880.8808808808809, 883.883883883884, 886.8868868868869, 887.8878878878879, 889.88988988989, 904.904904904905, 917.917917917918, 925.925925925926, 929.92992992993, 933.933933933934, 938.938938938939, 947.947947947948, 955.955955955956, 956.956956956957, 957.957957957958, 958.958958958959, 965.965965965966, 979.97997997998, 987.987987987988, 990.9909909909911
