4.004004004004004, 30.030030030030034, 31.031031031031034, 32.032032032032035, 37.03703703703704, 40.04004004004004, 47.04704704704705, 55.05505505505506, 61.06106106106107, 80.08008008008008, 88.0880880880881, 93.0930930930931, 100.10010010010011, 102.10210210210211, 104.10410410410411, 108.10810810810811, 115.11511511511513, 116.11611611611613, 118.11811811811813, 129.12912912912915, 130.13013013013014, 134.13413413413414, 144.14414414414415, 145.14514514514516, 146.14614614614615, 147.14714714714717, 158.15815815815816, 170.1701701701702, 207.20720720720723, 226.22622622622626, 228.22822822822826, 230.23023023023026, 231.23123123123125, 245.24524524524526, 250.25025025025028, 252.25225225225228, 260.2602602602603, 264.2642642642643, 267.2672672672673, 276.2762762762763, 278.2782782782783, 281.2812812812813, 283.2832832832833, 295.2952952952953, 296.2962962962963, 302.30230230230234, 308.3083083083083, 327.32732732732734, 328.3283283283284, 336.3363363363364, 348.3483483483484, 354.35435435435437, 360.3603603603604, 363.3633633633634, 364.3643643643644, 399.39939939939944, 409.4094094094094, 422.42242242242247, 432.43243243243245, 456.4564564564565, 457.4574574574575, 463.4634634634635, 478.4784784784785, 492.49249249249254, 495.49549549549556, 513.5135135135135, 527.5275275275276, 536.5365365365366, 537.5375375375376, 547.5475475475477, 548.5485485485486, 550.5505505505506, 559.5595595595596, 564.5645645645646, 568.5685685685686, 574.5745745745746, 586.5865865865867, 587.5875875875877, 599.5995995995996, 602.6026026026027, 605.6056056056057, 616.6166166166166, 641.6416416416417, 651.6516516516517, 652.6526526526527, 687.6876876876878, 688.6886886886888, 701.7017017017017, 717.7177177177177, 718.7187187187188, 719.7197197197198, 736.7367367367368, 746.7467467467468, 749.7497497497499, 751.7517517517518, 756.7567567567568, 757.7577577577579, 758.7587587587589, 768.7687687687688, 787.7877877877878, 791.7917917917919, 802.8028028028028, 805.8058058058059, 806.8068068068069, 808.8088088088089, 820.8208208208209, 841.8418418418419, 847.8478478478479, 851.851851851852, 854.8548548548549, 856.8568568568569, 863.8638638638639, 866.866866866867, 868.868868868869, 878.8788788788789, 932.932932932933, 941.941941941942, 947.947947947948, 948.948948948949, 954.954954954955, 957.957957957958, 960.9609609609611, 961.9619619619621, 969.9699699699701, 971.971971971972, 976.9769769769771, 977.9779779779781, 988.988988988989
6.0060060060060065, 9.00900900900901, 19.01901901901902, 20.02002002002002, 22.022022022022025, 24.024024024024026, 26.026026026026027, 31.031031031031034, 32.032032032032035, 33.033033033033036, 41.04104104104105, 46.04604604604605, 56.056056056056065, 61.06106106106107, 65.06506506506507, 77.07707707707708, 85.0850850850851, 92.0920920920921, 93.0930930930931, 98.0980980980981, 100.10010010010011, 103.10310310310311, 106.10610610610611, 110.11011011011011, 116.11611611611613, 122.12212212212214, 126.12612612612614, 129.12912912912915, 130.13013013013014, 133.13313313313316, 149.14914914914917, 151.15115115115117, 155.15515515515517, 160.16016016016016, 171.17117117117118, 172.1721721721722, 181.1811811811812, 184.1841841841842, 200.20020020020021, 201.20120120120123, 204.20420420420422, 207.20720720720723, 215.21521521521524, 216.21621621621622, 217.21721721721724, 219.21921921921924, 221.22122122122124, 227.22722722722725, 235.23523523523525, 245.24524524524526, 247.24724724724726, 252.25225225225228, 254.25425425425428, 260.2602602602603, 276.2762762762763, 282.2822822822823, 284.2842842842843, 290.29029029029033, 295.2952952952953, 298.29829829829833, 309.30930930930936, 325.32532532532537, 328.3283283283284, 333.33333333333337, 341.3413413413414, 353.3533533533534, 356.3563563563564, 362.3623623623624, 364.3643643643644, 369.3693693693694, 382.3823823823824, 399.39939939939944, 409.4094094094094, 415.41541541541545, 417.4174174174175, 419.41941941941946, 441.4414414414415, 443.44344344344347, 451.4514514514515, 452.4524524524525, 454.4544544544545, 459.4594594594595, 462.4624624624625, 466.4664664664665, 476.47647647647653, 487.48748748748756, 499.49949949949956, 503.50350350350357, 509.50950950950954, 513.5135135135135, 515.5155155155155, 518.5185185185186, 535.5355355355356, 540.5405405405406, 542.5425425425426, 547.5475475475477, 552.5525525525526, 555.5555555555557, 557.5575575575576, 562.5625625625626, 565.5655655655656, 569.5695695695696, 571.5715715715717, 574.5745745745746, 575.5755755755756, 577.5775775775776, 578.5785785785787, 579.5795795795797, 586.5865865865867, 588.5885885885887, 594.5945945945947, 595.5955955955957, 606.6066066066066, 607.6076076076076, 608.6086086086086, 615.6156156156156, 616.6166166166166, 617.6176176176177, 624.6246246246246, 636.6366366366367, 642.6426426426427, 645.6456456456457, 648.6486486486488, 651.6516516516517, 665.6656656656658, 667.6676676676677, 679.6796796796798, 680.6806806806808, 689.6896896896898, 692.6926926926927, 719.7197197197198, 722.7227227227228, 737.7377377377378, 741.7417417417419, 748.7487487487488, 750.7507507507509, 769.7697697697698, 771.7717717717718, 779.7797797797798, 782.7827827827829, 786.7867867867868, 794.7947947947948, 800.8008008008009, 809.8098098098098, 810.8108108108108, 823.8238238238239, 825.8258258258259, 828.8288288288289, 832.8328328328329, 846.8468468468469, 848.8488488488489, 857.8578578578579, 865.865865865866, 876.876876876877, 885.885885885886, 889.88988988989, 893.893893893894, 895.8958958958959, 899.8998998999, 912.912912912913, 917.917917917918, 920.920920920921, 925.925925925926, 927.927927927928, 933.933933933934, 936.9369369369371, 937.937937937938, 948.948948948949, 949.94994994995, 957.957957957958, 963.963963963964, 994.9949949949951
