0.58971,0.40831,0.66157,0.72978,0.22796,0.52844,0.15855,0.201,0.60094,0.094869
0.10932,0.68056,0.68494,0.51267,0.26002,0.26245,0.41497,0.025078,0.33608,0.57281
0.53514,0.25469,0.7932,0.6074,0.53257,0.754,0.73019,0.43742,0.069404,0.22214
0.26012,0.061586,0.48343,0.71906,0.44377,0.19498,0.35758,0.17367,0.63976,0.51802
0.21309,0.4981,0.52922,0.63312,0.17465,0.73511,0.33164,0.056403,0.31752,0.46626
0.30503,0.43523,0.72637,0.74622,0.426,0.42992,0.42217,0.5749,0.3547,0.55758
0.00074463,0.49497,0.10726,0.65161,0.24162,0.53375,0.51355,0.21713,0.68447,0.22154
0.2357,0.35152,0.46703,0.68861,0.22639,0.019566,0.15706,0.27317,0.065552,0.61155
0.072562,0.3068,0.29865,0.55774,0.30828,0.55778,0.50727,0.14881,0.41737,0.168
0.012967,0.29215,0.12014,0.44659,0.33759,0.42142,0.54933,0.06559,0.61171,0.44195
