-0.10221,0.63365,0.0028106,-0.86392,0.42039,0.066944,0.10298,0.5133,-0.22235,-0.037963
-0.62247,0.071732,-0.50692,0.66166,-0.0076952,0.30317,-0.2699,-0.48405,-0.28241,0.32563
-0.20265,0.020267,-0.44324,0.66982,-0.1602,0.29963,-0.62058,0.072018,0.071144,-0.89266
-0.97977,0.47499,-0.20149,-0.16146,-0.57105,0.54227,-0.84224,0.322,-0.063448,0.78302
-0.45818,0.77754,-0.80602,0.047084,0.023389,0.091751,-0.038628,-0.033002,0.26559,0.63453
0.0095666,0.49233,-0.53667,-0.27528,0.16693,-0.059816,-0.030321,0.20694,-0.17494,-0.24039
-0.12639,0.4626,-0.50038,0.30795,-0.16829,-0.62774,-0.29725,-0.42417,0.038243,0.74925
-0.4565,-0.58632,-0.10123,-0.056963,-0.30566,0.6123,-0.022733,-0.10898,-0.15383,0.46122
-0.42554,0.10445,-0.054254,0.36778,0.13064,-0.63727,-0.22471,0.0077387,0.15377,0.088798
-0.28204,-0.32846,-0.24598,0.037529,0.33276,0.080448,0.34442,0.029066,-0.77305,0.40181
