1.2505,0.71168,0.95529,0.44646,0.16897,0.06157,0.57366,0.49732,0.99745,0.7539
1.1526,1.5085,1.459,0.56045,2.1488,1.8223,1.0043,1.2326,0.89078,0.97655
0.42112,1.4893,1.9839,2.0019,0.80694,1.9849,2.0694,-0.46306,-0.61805,1.7089
0.44621,1.5073,0.64687,0.46486,-0.097687,0.062997,1.236,0.31423,0.43912,-0.36326
0.68782,-0.55297,0.1523,-0.8344,-0.57886,-1.113,0.004963,-1.0174,-0.29853,0.55673
-0.34053,-0.88483,0.03052,-0.26506,-0.17978,-0.72555,0.10026,-1.048,-0.98566,-0.10031
-0.40518,-0.88506,0.44195,-0.13396,-0.45474,0.046359,-0.047325,-0.098164,-0.61234,-0.25422
0.77835,-0.073206,0.10966,0.054468,0.075476,0.19981,0.093205,0.26042,0.38947,-0.56685
0.41936,-0.012833,0.51283,-0.028932,-0.033245,-0.11707,-0.50489,1.1441,-1.0576,0.27287
0.083944,-0.55224,-0.52424,-0.34488,-1.0709,-0.53408,0.19707,-0.6294,-1.0334,-0.48882
