6.6466,6.6736,6.5208,7.0738,6.7893 # p110 = 0
6.7633,6.7712,6.7426,6.8361,6.7564 # p110 = 0.1
6.8571,6.788,6.7528,6.6193,6.8172  # p110 = 0.2
6.6134,6.3745,6.6645,6.6239,6.6844 # p110 = 0.3
6.6840,6.6493 # p110 = 0.4
