5.4182,5.3811,5.858,5.7833,5.6714,5.2377,5.7682,5.6686,6.221,5.3523
5.6687,5.4189,5.596,5.69,5.7146,5.7824,5.6674,5.7607,5.4306,5.5475
5.5545,5.3266,5.5634,5.6415,5.6107,5.5145,5.6861,5.6951,5.6029,5.8887
5.6753,5.415,5.5009,5.5009,5.646,5.6863,5.6111,5.6839,5.4473,6.0037
5.5894,5.5929,5.3938,5.7149,5.5429,5.4241,5.5108,5.6282,5.6605,5.4804
5.3087,5.9198,5.7378,5.6158,5.5657,5.6408,5.866,5.6495,5.8857,5.84
5.6558,5.698,5.4057,5.9398,5.3421,5.9158,5.7186,5.6317,5.9116,5.5691
6.0705,5.606,5.4087,5.5576,6.1821,5.661,5.6104,6.1694,5.8492,5.5809
5.9851,5.6331,5.4471,5.7121,5.56,6.0255,5.667,5.7516,6.2819,5.6851
5.3814,5.9618,5.6159,5.8424,5.5795,5.4953,5.6542,5.7802,5.7787,5.6503
