5.4182,5.3811,5.858,5.7833,5.6714,5.2377,5.7682,5.6686,6.221,5.3523
5.6687,5.4189,5.596,5.69,5.7146,5.7824,5.6674,5.7607,5.4306,5.5475
5.5545,5.3266,5.5634,5.6415,5.6107,5.5145,5.6861,5.6951,5.6029,5.8887
5.6753,5.415,5.5009,5.5009,5.646,5.6863,5.6111,5.6839,5.4473,6.0037
5.5894,5.5929,5.3938,5.7149,5.5429,5.4241,5.5108,5.6282,5.6605,5.4804
5.3087,5.9198,5.7378,5.6158,5.5657,5.6408,5.866,5.6495,5.8857,5.84
5.6558,5.698,5.4057,5.9398,5.3421,5.9158,5.7186,5.6317,5.9116,5.5691
6.0705,5.606,5.4087,5.5576,6.1821,5.661,5.6104,6.1694,5.8492,5.5809
5.9851,5.6331,5.4471,5.7121,5.56,6.0255,5.667,5.7516,6.2819,5.6851
5.3814,5.9618,5.6159,5.8424,5.5795,5.4953,5.6542,5.7802,5.7787,5.6503
6.0108,5.9412,6.1668,5.8929,6.2219,5.9253,5.9484,5.8676,6.0116,6.0401
5.9176,6.0794,5.9763,5.9028,6.124,5.9687,6.1264,6.011,5.9686,5.8776
6.1346,5.9635,5.8689,6.2845,6.1034,6.0753,6.2952,5.9109,5.9791,6.0128
6.1711,6.1063,6.0571,5.8939,6.0655,6.21,6.0886,5.95,6.2326,6.085
6.0478,5.7997,6.0199,6.0151,6.0801,5.9094,6.046,6.2636,6.2449,5.8683
6.062,6.323,6.1547,5.9318,5.9891,6.0561,5.9365,6.219,6.3488,5.9458
6.2334,6.1318,6.0306,6.0145,6.0771,6.3005,6.283,5.8566,6.1757,6.1256
6.18,5.8464,6.0719,6.2673,6.1062,6.0559,6.184,5.9011,6.3521,6.1509
6.2311,6.143,6.3478,5.9599,6.2128,5.9158,6.1526,6.0113,6.2896,6.2138
5.8468,5.9619,6.2076,6.1359,6.071,6.1591,6.1045,5.9248,6.1056,6.2156
