0.21115,0.24894,0.43624,0.61439,0.56711,0.5044,0.10453,0.026433,0.19132,0.49237
0.40608,0.31195,0.31032,0.37574,0.056508,0.7878,0.26597,0.43539,0.46396,0.7198
0.39772,0.17829,0.33056,0.12141,0.02106,0.64502,0.21153,0.13656,0.23565,0.64856
0.46546,0.26532,0.052179,0.3299,0.15428,0.62145,0.19746,0.55099,0.31304,0.080917
0.041524,0.54353,0.23305,0.12643,0.15493,0.38918,0.084566,0.41297,0.04002,0.14829
0.42428,0.098342,0.47629,0.54252,0.075837,0.43444,0.19326,0.5273,0.16719,0.39612
0.37211,0.29091,0.20817,0.28809,0.39222,0.76594,0.29022,0.24869,0.48838,0.49668
0.507,0.013245,0.18404,0.33058,0.074414,0.33364,0.25842,0.24944,0.027048,0.62197
0.18368,0.39266,0.026836,0.232,0.68345,0.19915,0.42831,0.66861,0.21873,0.37317
0.15607,0.26648,0.50271,0.59409,0.28239,0.77149,0.021199,0.50733,0.075485,0.50364
