4.004004004004004, 48.04804804804805, 50.050050050050054, 54.054054054054056, 60.06006006006007, 62.06206206206207, 63.06306306306307, 68.06806806806807, 74.07407407407408, 83.0830830830831, 84.0840840840841, 103.10310310310311, 145.14514514514516, 146.14614614614615, 152.15215215215215, 170.1701701701702, 184.1841841841842, 193.19319319319322, 197.19719719719723, 198.1981981981982, 201.20120120120123, 228.22822822822826, 229.22922922922925, 237.23723723723725, 257.25725725725727, 261.26126126126127, 297.29729729729735, 300.3003003003003, 311.31131131131133, 319.31931931931933, 324.3243243243244, 368.3683683683684, 369.3693693693694, 397.3973973973974, 417.4174174174175, 439.43943943943947, 448.4484484484485, 457.4574574574575, 471.4714714714715, 503.50350350350357, 529.5295295295296, 567.5675675675676, 570.5705705705706, 571.5715715715717, 585.5855855855856, 598.5985985985986, 616.6166166166166, 621.6216216216217, 625.6256256256257, 639.6396396396397, 641.6416416416417, 649.6496496496497, 658.6586586586587, 672.6726726726728, 675.6756756756757, 688.6886886886888, 709.7097097097097, 721.7217217217218, 730.7307307307308, 731.7317317317318, 752.7527527527528, 769.7697697697698, 771.7717717717718, 779.7797797797798, 785.7857857857858, 793.7937937937938, 822.8228228228229, 824.8248248248249, 825.8258258258259, 832.8328328328329, 850.850850850851, 856.8568568568569, 864.8648648648649, 877.877877877878, 878.8788788788789, 885.885885885886, 899.8998998999, 902.902902902903, 905.905905905906, 914.914914914915, 920.920920920921, 931.931931931932, 933.933933933934, 943.9439439439441, 946.946946946947, 949.94994994995, 955.955955955956, 961.9619619619621, 970.970970970971, 974.9749749749751, 988.988988988989
3.0030030030030033, 6.0060060060060065, 10.01001001001001, 21.021021021021024, 28.028028028028032, 36.03603603603604, 38.03803803803804, 40.04004004004004, 49.04904904904905, 54.054054054054056, 65.06506506506507, 67.06706706706707, 69.06906906906907, 73.07307307307308, 74.07407407407408, 77.07707707707708, 78.07807807807808, 79.07907907907908, 81.0810810810811, 84.0840840840841, 88.0880880880881, 90.0900900900901, 91.0910910910911, 96.0960960960961, 97.0970970970971, 109.10910910910911, 111.11111111111111, 121.12112112112113, 122.12212212212214, 123.12312312312314, 127.12712712712714, 140.14014014014015, 143.14314314314316, 153.15315315315317, 179.1791791791792, 181.1811811811812, 183.1831831831832, 186.1861861861862, 188.1881881881882, 189.1891891891892, 194.1941941941942, 199.19919919919923, 201.20120120120123, 203.20320320320323, 212.21221221221222, 218.21821821821823, 233.23323323323325, 238.23823823823827, 239.23923923923925, 245.24524524524526, 251.25125125125126, 254.25425425425428, 255.25525525525526, 256.2562562562563, 259.2592592592593, 260.2602602602603, 269.2692692692693, 270.2702702702703, 286.2862862862863, 295.2952952952953, 296.2962962962963, 301.30130130130135, 306.30630630630634, 308.3083083083083, 312.3123123123123, 313.31331331331336, 315.31531531531533, 318.31831831831835, 320.3203203203203, 325.32532532532537, 326.32632632632635, 334.33433433433436, 335.33533533533534, 339.33933933933935, 340.3403403403404, 344.3443443443444, 354.35435435435437, 378.3783783783784, 379.37937937937943, 390.39039039039045, 391.39139139139144, 394.39439439439445, 402.40240240240246, 407.40740740740745, 409.4094094094094, 416.41641641641644, 418.41841841841847, 427.42742742742746, 439.43943943943947, 441.4414414414415, 451.4514514514515, 454.4544544544545, 455.4554554554555, 456.4564564564565, 458.4584584584585, 461.4614614614615, 462.4624624624625, 465.4654654654655, 467.4674674674675, 470.4704704704705, 473.4734734734735, 474.4744744744745, 475.4754754754755, 478.4784784784785, 503.50350350350357, 504.50450450450455, 509.50950950950954, 512.5125125125126, 519.5195195195196, 522.5225225225225, 528.5285285285286, 537.5375375375376, 538.5385385385385, 539.5395395395395, 544.5445445445446, 547.5475475475477, 555.5555555555557, 573.5735735735736, 581.5815815815816, 583.5835835835836, 589.5895895895897, 592.5925925925926, 593.5935935935936, 597.5975975975977, 613.6136136136137, 616.6166166166166, 625.6256256256257, 628.6286286286287, 629.6296296296297, 631.6316316316316, 632.6326326326326, 646.6466466466467, 657.6576576576578, 667.6676676676677, 676.6766766766767, 680.6806806806808, 685.6856856856857, 690.6906906906908, 706.7067067067068, 707.7077077077078, 708.7087087087087, 714.7147147147148, 721.7217217217218, 725.7257257257257, 727.7277277277278, 729.7297297297298, 730.7307307307308, 737.7377377377378, 738.7387387387388, 749.7497497497499, 750.7507507507509, 754.7547547547548, 756.7567567567568, 765.7657657657659, 767.7677677677679, 774.7747747747749, 776.7767767767768, 787.7877877877878, 790.7907907907909, 804.8048048048049, 805.8058058058059, 811.8118118118119, 812.8128128128129, 822.8228228228229, 830.8308308308309, 833.8338338338339, 850.850850850851, 853.8538538538539, 855.8558558558559, 873.873873873874, 874.874874874875, 881.881881881882, 884.884884884885, 885.885885885886, 888.8888888888889, 890.890890890891, 893.893893893894, 899.8998998999, 903.9039039039039, 905.905905905906, 916.916916916917, 917.917917917918, 923.923923923924, 931.931931931932, 937.937937937938, 939.93993993994, 942.942942942943, 945.945945945946, 948.948948948949, 956.956956956957, 964.964964964965, 971.971971971972, 972.972972972973, 979.97997997998, 981.981981981982, 983.9839839839841, 985.9859859859861, 987.987987987988
