1.001001001001001, 3.0030030030030033, 4.004004004004004, 13.013013013013014, 44.04404404404405, 52.052052052052055, 69.06906906906907, 74.07407407407408, 78.07807807807808, 101.10110110110111, 102.10210210210211, 104.10410410410411, 107.10710710710711, 109.10910910910911, 111.11111111111111, 128.12812812812814, 129.12912912912915, 138.13813813813815, 162.1621621621622, 173.17317317317318, 175.17517517517518, 196.1961961961962, 200.20020020020021, 202.20220220220222, 210.21021021021022, 214.21421421421422, 215.21521521521524, 224.22422422422426, 227.22722722722725, 253.25325325325326, 258.2582582582583, 264.2642642642643, 271.2712712712713, 285.2852852852853, 295.2952952952953, 298.29829829829833, 306.30630630630634, 315.31531531531533, 329.32932932932937, 335.33533533533534, 355.3553553553554, 357.3573573573574, 362.3623623623624, 367.3673673673674, 371.3713713713714, 399.39939939939944, 404.40440440440443, 410.41041041041046, 414.41441441441447, 422.42242242242247, 424.42442442442444, 425.4254254254255, 430.4304304304305, 440.44044044044045, 443.44344344344347, 448.4484484484485, 449.4494494494495, 457.4574574574575, 464.4644644644645, 475.4754754754755, 487.48748748748756, 513.5135135135135, 515.5155155155155, 529.5295295295296, 531.5315315315315, 533.5335335335336, 541.5415415415416, 549.5495495495496, 550.5505505505506, 551.5515515515516, 561.5615615615616, 572.5725725725727, 581.5815815815816, 589.5895895895897, 606.6066066066066, 615.6156156156156, 617.6176176176177, 623.6236236236236, 633.6336336336337, 641.6416416416417, 654.6546546546547, 667.6676676676677, 682.6826826826828, 687.6876876876878, 698.6986986986988, 700.7007007007007, 703.7037037037038, 709.7097097097097, 725.7257257257257, 734.7347347347348, 740.7407407407408, 748.7487487487488, 755.7557557557558, 760.7607607607608, 762.7627627627628, 763.7637637637638, 764.7647647647648, 767.7677677677679, 770.7707707707708, 778.7787787787788, 781.7817817817819, 792.7927927927929, 793.7937937937938, 797.7977977977979, 798.7987987987989, 802.8028028028028, 803.8038038038039, 805.8058058058059, 808.8088088088089, 810.8108108108108, 818.8188188188188, 823.8238238238239, 840.8408408408409, 845.8458458458459, 848.8488488488489, 864.8648648648649, 873.873873873874, 878.8788788788789, 879.8798798798799, 895.8958958958959, 900.900900900901, 904.904904904905, 909.90990990991, 912.912912912913, 922.922922922923, 931.931931931932, 933.933933933934, 937.937937937938, 950.950950950951, 965.965965965966, 972.972972972973, 976.9769769769771, 977.9779779779781, 982.9829829829831, 989.98998998999
1.001001001001001, 3.0030030030030033, 4.004004004004004, 13.013013013013014, 44.04404404404405, 46.04604604604605, 52.052052052052055, 66.06606606606607, 69.06906906906907, 74.07407407407408, 78.07807807807808, 101.10110110110111, 102.10210210210211, 104.10410410410411, 109.10910910910911, 111.11111111111111, 128.12812812812814, 129.12912912912915, 138.13813813813815, 162.1621621621622, 175.17517517517518, 196.1961961961962, 200.20020020020021, 202.20220220220222, 210.21021021021022, 214.21421421421422, 215.21521521521524, 224.22422422422426, 227.22722722722725, 253.25325325325326, 258.2582582582583, 264.2642642642643, 270.2702702702703, 285.2852852852853, 295.2952952952953, 298.29829829829833, 306.30630630630634, 315.31531531531533, 329.32932932932937, 335.33533533533534, 355.3553553553554, 357.3573573573574, 362.3623623623624, 371.3713713713714, 399.39939939939944, 404.40440440440443, 410.41041041041046, 414.41441441441447, 422.42242242242247, 424.42442442442444, 425.4254254254255, 430.4304304304305, 440.44044044044045, 443.44344344344347, 448.4484484484485, 449.4494494494495, 457.4574574574575, 475.4754754754755, 487.48748748748756, 513.5135135135135, 515.5155155155155, 528.5285285285286, 531.5315315315315, 533.5335335335336, 541.5415415415416, 549.5495495495496, 550.5505505505506, 551.5515515515516, 561.5615615615616, 572.5725725725727, 573.5735735735736, 581.5815815815816, 587.5875875875877, 589.5895895895897, 603.6036036036037, 615.6156156156156, 617.6176176176177, 623.6236236236236, 633.6336336336337, 641.6416416416417, 654.6546546546547, 667.6676676676677, 682.6826826826828, 687.6876876876878, 698.6986986986988, 700.7007007007007, 703.7037037037038, 709.7097097097097, 725.7257257257257, 734.7347347347348, 740.7407407407408, 748.7487487487488, 755.7557557557558, 760.7607607607608, 762.7627627627628, 763.7637637637638, 764.7647647647648, 767.7677677677679, 770.7707707707708, 778.7787787787788, 781.7817817817819, 793.7937937937938, 797.7977977977979, 798.7987987987989, 802.8028028028028, 803.8038038038039, 805.8058058058059, 808.8088088088089, 810.8108108108108, 818.8188188188188, 823.8238238238239, 840.8408408408409, 848.8488488488489, 860.860860860861, 864.8648648648649, 873.873873873874, 878.8788788788789, 879.8798798798799, 895.8958958958959, 900.900900900901, 904.904904904905, 909.90990990991, 922.922922922923, 931.931931931932, 937.937937937938, 950.950950950951, 965.965965965966, 972.972972972973, 976.9769769769771, 977.9779779779781, 982.9829829829831, 989.98998998999, 994.9949949949951
