9.00900900900901, 23.023023023023026, 26.026026026026027, 31.031031031031034, 33.033033033033036, 47.04704704704705, 58.058058058058066, 69.06906906906907, 76.07607607607608, 91.0910910910911, 92.0920920920921, 96.0960960960961, 107.10710710710711, 113.11311311311313, 129.12912912912915, 131.13113113113116, 132.13213213213214, 138.13813813813815, 148.14814814814815, 150.15015015015015, 151.15115115115117, 154.15415415415416, 156.15615615615616, 160.16016016016016, 164.1641641641642, 166.1661661661662, 173.17317317317318, 185.1851851851852, 202.20220220220222, 228.22822822822826, 231.23123123123125, 234.23423423423426, 237.23723723723725, 247.24724724724726, 249.24924924924926, 252.25225225225228, 253.25325325325326, 262.2622622622623, 264.2642642642643, 265.26526526526527, 274.2742742742743, 276.2762762762763, 292.2922922922923, 308.3083083083083, 319.31931931931933, 324.3243243243244, 325.32532532532537, 330.33033033033036, 332.3323323323324, 343.34334334334335, 352.3523523523524, 355.3553553553554, 365.3653653653654, 366.3663663663664, 370.3703703703704, 376.3763763763764, 378.3783783783784, 429.4294294294295, 430.4304304304305, 435.43543543543547, 437.4374374374375, 444.44444444444446, 446.4464464464465, 455.4554554554555, 464.4644644644645, 471.4714714714715, 473.4734734734735, 477.4774774774775, 478.4784784784785, 481.4814814814815, 497.49749749749753, 502.5025025025025, 506.5065065065065, 508.50850850850856, 521.5215215215215, 525.5255255255256, 528.5285285285286, 531.5315315315315, 537.5375375375376, 540.5405405405406, 543.5435435435436, 545.5455455455456, 555.5555555555557, 588.5885885885887, 599.5995995995996, 600.6006006006006, 601.6016016016016, 609.6096096096097, 610.6106106106107, 614.6146146146147, 615.6156156156156, 616.6166166166166, 621.6216216216217, 631.6316316316316, 632.6326326326326, 642.6426426426427, 646.6466466466467, 660.6606606606607, 674.6746746746747, 677.6776776776777, 679.6796796796798, 689.6896896896898, 704.7047047047048, 706.7067067067068, 710.7107107107108, 715.7157157157158, 716.7167167167167, 717.7177177177177, 724.7247247247248, 732.7327327327328, 733.7337337337337, 737.7377377377378, 774.7747747747749, 776.7767767767768, 799.7997997997999, 803.8038038038039, 828.8288288288289, 830.8308308308309, 834.834834834835, 839.8398398398399, 849.8498498498499, 852.852852852853, 853.8538538538539, 854.8548548548549, 867.867867867868, 868.868868868869, 869.86986986987, 874.874874874875, 886.8868868868869, 897.897897897898, 901.901901901902, 913.913913913914, 931.931931931932, 937.937937937938, 945.945945945946, 948.948948948949, 951.9519519519521, 964.964964964965, 969.9699699699701, 978.9789789789791, 979.97997997998, 982.9829829829831, 991.9919919919921, 992.9929929929931, 993.9939939939941, 998.9989989989991
9.00900900900901, 11.011011011011012, 19.01901901901902, 26.026026026026027, 31.031031031031034, 35.03503503503504, 47.04704704704705, 58.058058058058066, 69.06906906906907, 89.0890890890891, 91.0910910910911, 96.0960960960961, 107.10710710710711, 113.11311311311313, 129.12912912912915, 132.13213213213214, 138.13813813813815, 148.14814814814815, 150.15015015015015, 151.15115115115117, 154.15415415415416, 156.15615615615616, 160.16016016016016, 164.1641641641642, 166.1661661661662, 185.1851851851852, 202.20220220220222, 203.20320320320323, 228.22822822822826, 231.23123123123125, 237.23723723723725, 247.24724724724726, 249.24924924924926, 252.25225225225228, 253.25325325325326, 256.2562562562563, 262.2622622622623, 264.2642642642643, 265.26526526526527, 274.2742742742743, 276.2762762762763, 292.2922922922923, 308.3083083083083, 319.31931931931933, 325.32532532532537, 332.3323323323324, 343.34334334334335, 352.3523523523524, 354.35435435435437, 355.3553553553554, 365.3653653653654, 366.3663663663664, 370.3703703703704, 378.3783783783784, 398.39839839839846, 403.40340340340344, 411.41141141141145, 418.41841841841847, 429.4294294294295, 430.4304304304305, 432.43243243243245, 435.43543543543547, 437.4374374374375, 444.44444444444446, 446.4464464464465, 454.4544544544545, 455.4554554554555, 459.4594594594595, 471.4714714714715, 473.4734734734735, 476.47647647647653, 478.4784784784785, 490.4904904904905, 502.5025025025025, 506.5065065065065, 508.50850850850856, 521.5215215215215, 525.5255255255256, 528.5285285285286, 531.5315315315315, 537.5375375375376, 540.5405405405406, 543.5435435435436, 545.5455455455456, 555.5555555555557, 588.5885885885887, 599.5995995995996, 600.6006006006006, 601.6016016016016, 609.6096096096097, 610.6106106106107, 614.6146146146147, 615.6156156156156, 616.6166166166166, 621.6216216216217, 631.6316316316316, 646.6466466466467, 660.6606606606607, 674.6746746746747, 677.6776776776777, 679.6796796796798, 682.6826826826828, 689.6896896896898, 704.7047047047048, 706.7067067067068, 715.7157157157158, 716.7167167167167, 717.7177177177177, 724.7247247247248, 732.7327327327328, 733.7337337337337, 737.7377377377378, 761.7617617617618, 774.7747747747749, 776.7767767767768, 803.8038038038039, 817.8178178178179, 828.8288288288289, 830.8308308308309, 834.834834834835, 839.8398398398399, 849.8498498498499, 852.852852852853, 853.8538538538539, 858.858858858859, 869.86986986987, 874.874874874875, 886.8868868868869, 901.901901901902, 913.913913913914, 931.931931931932, 937.937937937938, 945.945945945946, 951.9519519519521, 964.964964964965, 978.9789789789791, 979.97997997998, 985.9859859859861, 991.9919919919921, 993.9939939939941, 995.995995995996, 998.9989989989991
