3.0030030030030033, 11.011011011011012, 18.01801801801802, 19.01901901901902, 27.027027027027028, 32.032032032032035, 33.033033033033036, 35.03503503503504, 40.04004004004004, 41.04104104104105, 45.04504504504505, 56.056056056056065, 58.058058058058066, 60.06006006006007, 71.07107107107107, 72.07207207207207, 74.07407407407408, 78.07807807807808, 86.0860860860861, 88.0880880880881, 117.11711711711713, 118.11811811811813, 119.11911911911913, 122.12212212212214, 126.12612612612614, 131.13113113113116, 133.13313313313316, 136.13613613613614, 144.14414414414415, 168.1681681681682, 169.16916916916918, 177.17717717717719, 182.1821821821822, 185.1851851851852, 203.20320320320323, 209.20920920920923, 212.21221221221222, 213.21321321321324, 220.22022022022023, 232.23223223223226, 245.24524524524526, 260.2602602602603, 265.26526526526527, 267.2672672672673, 278.2782782782783, 284.2842842842843, 285.2852852852853, 290.29029029029033, 301.30130130130135, 305.30530530530535, 316.3163163163163, 338.33833833833836, 358.3583583583584, 361.3613613613614, 377.3773773773774, 378.3783783783784, 382.3823823823824, 389.3893893893894, 414.41441441441447, 423.42342342342346, 429.4294294294295, 432.43243243243245, 437.4374374374375, 439.43943943943947, 443.44344344344347, 451.4514514514515, 460.4604604604605, 461.4614614614615, 477.4774774774775, 494.4944944944945, 500.50050050050055, 501.50150150150154, 513.5135135135135, 515.5155155155155, 520.5205205205206, 529.5295295295296, 530.5305305305305, 534.5345345345346, 539.5395395395395, 540.5405405405406, 548.5485485485486, 552.5525525525526, 553.5535535535536, 554.5545545545546, 557.5575575575576, 575.5755755755756, 576.5765765765766, 590.5905905905906, 591.5915915915916, 592.5925925925926, 593.5935935935936, 599.5995995995996, 602.6026026026027, 606.6066066066066, 608.6086086086086, 614.6146146146147, 618.6186186186187, 627.6276276276277, 634.6346346346347, 637.6376376376377, 641.6416416416417, 654.6546546546547, 671.6716716716717, 672.6726726726728, 675.6756756756757, 678.6786786786787, 680.6806806806808, 706.7067067067068, 708.7087087087087, 724.7247247247248, 725.7257257257257, 733.7337337337337, 740.7407407407408, 749.7497497497499, 750.7507507507509, 752.7527527527528, 764.7647647647648, 769.7697697697698, 778.7787787787788, 779.7797797797798, 780.7807807807809, 781.7817817817819, 784.7847847847848, 786.7867867867868, 788.7887887887889, 800.8008008008009, 813.8138138138139, 821.8218218218219, 824.8248248248249, 829.8298298298299, 832.8328328328329, 854.8548548548549, 861.8618618618619, 868.868868868869, 874.874874874875, 875.875875875876, 889.88988988989, 903.9039039039039, 940.940940940941, 946.946946946947, 955.955955955956, 957.957957957958, 965.965965965966, 966.9669669669671, 968.9689689689691, 973.973973973974, 979.97997997998, 981.981981981982, 982.9829829829831, 997.9979979979981, 1000.0
7.007007007007008, 10.01001001001001, 21.021021021021024, 25.025025025025027, 27.027027027027028, 32.032032032032035, 35.03503503503504, 38.03803803803804, 41.04104104104105, 50.050050050050054, 58.058058058058066, 78.07807807807808, 85.0850850850851, 86.0860860860861, 87.0870870870871, 94.0940940940941, 97.0970970970971, 121.12112112112113, 124.12412412412414, 131.13113113113116, 136.13613613613614, 149.14914914914917, 155.15515515515517, 162.1621621621622, 183.1831831831832, 184.1841841841842, 188.1881881881882, 193.19319319319322, 202.20220220220222, 217.21721721721724, 220.22022022022023, 229.22922922922925, 235.23523523523525, 241.24124124124126, 249.24924924924926, 263.2632632632633, 267.2672672672673, 269.2692692692693, 275.2752752752753, 276.2762762762763, 283.2832832832833, 284.2842842842843, 285.2852852852853, 287.2872872872873, 290.29029029029033, 291.2912912912913, 310.31031031031034, 338.33833833833836, 343.34334334334335, 348.3483483483484, 353.3533533533534, 358.3583583583584, 360.3603603603604, 366.3663663663664, 378.3783783783784, 399.39939939939944, 401.4014014014014, 402.40240240240246, 407.40740740740745, 419.41941941941946, 422.42242242242247, 429.4294294294295, 438.4384384384385, 439.43943943943947, 461.4614614614615, 491.49149149149156, 494.4944944944945, 500.50050050050055, 510.5105105105105, 511.51151151151157, 520.5205205205206, 527.5275275275276, 528.5285285285286, 534.5345345345346, 539.5395395395395, 542.5425425425426, 548.5485485485486, 556.5565565565566, 557.5575575575576, 560.5605605605606, 571.5715715715717, 575.5755755755756, 582.5825825825826, 585.5855855855856, 591.5915915915916, 595.5955955955957, 598.5985985985986, 603.6036036036037, 608.6086086086086, 612.6126126126127, 614.6146146146147, 627.6276276276277, 633.6336336336337, 635.6356356356357, 638.6386386386387, 641.6416416416417, 645.6456456456457, 649.6496496496497, 652.6526526526527, 653.6536536536537, 660.6606606606607, 671.6716716716717, 675.6756756756757, 683.6836836836837, 719.7197197197198, 728.7287287287288, 731.7317317317318, 732.7327327327328, 733.7337337337337, 734.7347347347348, 749.7497497497499, 752.7527527527528, 771.7717717717718, 783.7837837837839, 789.7897897897899, 813.8138138138139, 825.8258258258259, 827.827827827828, 833.8338338338339, 839.8398398398399, 849.8498498498499, 857.8578578578579, 867.867867867868, 874.874874874875, 875.875875875876, 880.8808808808809, 897.897897897898, 899.8998998999, 903.9039039039039, 913.913913913914, 914.914914914915, 930.930930930931, 937.937937937938, 943.9439439439441, 944.9449449449451, 952.9529529529531, 956.956956956957, 964.964964964965, 965.965965965966, 968.9689689689691, 990.9909909909911, 997.9979979979981
