0.0, 3.0030030030030033, 12.012012012012013, 15.015015015015017, 28.028028028028032, 31.031031031031034, 48.04804804804805, 50.050050050050054, 55.05505505505506, 57.057057057057065, 60.06006006006007, 70.07007007007007, 73.07307307307308, 90.0900900900901, 95.0950950950951, 96.0960960960961, 101.10110110110111, 109.10910910910911, 118.11811811811813, 120.12012012012013, 142.14214214214215, 144.14414414414415, 146.14614614614615, 150.15015015015015, 152.15215215215215, 154.15415415415416, 157.15715715715717, 162.1621621621622, 164.1641641641642, 176.1761761761762, 179.1791791791792, 184.1841841841842, 185.1851851851852, 194.1941941941942, 195.19519519519523, 211.21121121121124, 222.22222222222223, 229.22922922922925, 238.23823823823827, 239.23923923923925, 250.25025025025028, 251.25125125125126, 257.25725725725727, 258.2582582582583, 264.2642642642643, 277.2772772772773, 279.2792792792793, 287.2872872872873, 304.3043043043043, 305.30530530530535, 313.31331331331336, 319.31931931931933, 322.32232232232235, 331.33133133133134, 336.3363363363364, 344.3443443443444, 347.34734734734735, 348.3483483483484, 361.3613613613614, 369.3693693693694, 370.3703703703704, 375.3753753753754, 377.3773773773774, 395.39539539539544, 396.3963963963964, 398.39839839839846, 404.40440440440443, 405.4054054054054, 407.40740740740745, 412.41241241241244, 421.4214214214215, 432.43243243243245, 433.4334334334335, 437.4374374374375, 459.4594594594595, 461.4614614614615, 467.4674674674675, 472.47247247247253, 475.4754754754755, 477.4774774774775, 478.4784784784785, 498.4984984984985, 502.5025025025025, 513.5135135135135, 522.5225225225225, 528.5285285285286, 537.5375375375376, 551.5515515515516, 554.5545545545546, 558.5585585585586, 565.5655655655656, 572.5725725725727, 578.5785785785787, 585.5855855855856, 599.5995995995996, 608.6086086086086, 611.6116116116117, 612.6126126126127, 623.6236236236236, 635.6356356356357, 639.6396396396397, 647.6476476476477, 657.6576576576578, 663.6636636636637, 664.6646646646648, 667.6676676676677, 668.6686686686687, 690.6906906906908, 691.6916916916917, 709.7097097097097, 717.7177177177177, 725.7257257257257, 739.7397397397398, 759.7597597597598, 765.7657657657659, 767.7677677677679, 772.7727727727729, 793.7937937937938, 796.7967967967969, 805.8058058058059, 806.8068068068069, 807.8078078078079, 808.8088088088089, 835.835835835836, 840.8408408408409, 842.842842842843, 850.850850850851, 856.8568568568569, 860.860860860861, 875.875875875876, 888.8888888888889, 898.898898898899, 905.905905905906, 913.913913913914, 915.915915915916, 931.931931931932, 940.940940940941, 949.94994994995, 962.962962962963, 973.973973973974, 976.9769769769771, 982.9829829829831, 996.996996996997
0.0, 4.004004004004004, 8.008008008008009, 11.011011011011012, 21.021021021021024, 28.028028028028032, 48.04804804804805, 50.050050050050054, 57.057057057057065, 62.06206206206207, 63.06306306306307, 70.07007007007007, 85.0850850850851, 89.0890890890891, 91.0910910910911, 107.10710710710711, 120.12012012012013, 128.12812812812814, 129.12912912912915, 145.14514514514516, 150.15015015015015, 153.15315315315317, 154.15415415415416, 189.1891891891892, 190.1901901901902, 202.20220220220222, 205.20520520520523, 211.21121121121124, 213.21321321321324, 221.22122122122124, 223.22322322322324, 231.23123123123125, 233.23323323323325, 238.23823823823827, 241.24124124124126, 262.2622622622623, 265.26526526526527, 282.2822822822823, 283.2832832832833, 284.2842842842843, 290.29029029029033, 306.30630630630634, 311.31131131131133, 322.32232232232235, 328.3283283283284, 331.33133133133134, 334.33433433433436, 344.3443443443444, 349.3493493493494, 353.3533533533534, 370.3703703703704, 375.3753753753754, 384.3843843843844, 385.3853853853854, 389.3893893893894, 394.39439439439445, 400.40040040040043, 401.4014014014014, 402.40240240240246, 404.40440440440443, 405.4054054054054, 430.4304304304305, 443.44344344344347, 453.4534534534535, 458.4584584584585, 459.4594594594595, 467.4674674674675, 470.4704704704705, 475.4754754754755, 488.48848848848854, 495.49549549549556, 498.4984984984985, 507.50750750750757, 509.50950950950954, 524.5245245245246, 537.5375375375376, 542.5425425425426, 551.5515515515516, 552.5525525525526, 578.5785785785787, 580.5805805805807, 583.5835835835836, 587.5875875875877, 599.5995995995996, 624.6246246246246, 665.6656656656658, 667.6676676676677, 682.6826826826828, 686.6866866866867, 699.6996996996997, 700.7007007007007, 703.7037037037038, 714.7147147147148, 718.7187187187188, 725.7257257257257, 729.7297297297298, 752.7527527527528, 753.7537537537538, 770.7707707707708, 771.7717717717718, 774.7747747747749, 788.7887887887889, 789.7897897897899, 794.7947947947948, 796.7967967967969, 798.7987987987989, 802.8028028028028, 806.8068068068069, 808.8088088088089, 818.8188188188188, 832.8328328328329, 842.842842842843, 873.873873873874, 874.874874874875, 886.8868868868869, 888.8888888888889, 903.9039039039039, 912.912912912913, 917.917917917918, 922.922922922923, 947.947947947948, 954.954954954955, 960.9609609609611, 962.962962962963, 976.9769769769771, 982.9829829829831, 987.987987987988, 1000.0
