13.013013013013014, 17.017017017017018, 22.022022022022025, 30.030030030030034, 35.03503503503504, 42.04204204204205, 46.04604604604605, 49.04904904904905, 50.050050050050054, 55.05505505505506, 70.07007007007007, 72.07207207207207, 75.07507507507508, 81.0810810810811, 88.0880880880881, 94.0940940940941, 106.10610610610611, 124.12412412412414, 130.13013013013014, 142.14214214214215, 148.14814814814815, 149.14914914914917, 156.15615615615616, 160.16016016016016, 161.16116116116117, 170.1701701701702, 176.1761761761762, 191.1911911911912, 200.20020020020021, 209.20920920920923, 217.21721721721724, 226.22622622622626, 233.23323323323325, 251.25125125125126, 252.25225225225228, 256.2562562562563, 261.26126126126127, 262.2622622622623, 276.2762762762763, 287.2872872872873, 301.30130130130135, 314.31431431431434, 319.31931931931933, 322.32232232232235, 338.33833833833836, 342.34234234234236, 348.3483483483484, 358.3583583583584, 368.3683683683684, 377.3773773773774, 380.3803803803804, 396.3963963963964, 406.40640640640646, 411.41141141141145, 415.41541541541545, 421.4214214214215, 432.43243243243245, 438.4384384384385, 440.44044044044045, 442.4424424424425, 449.4494494494495, 454.4544544544545, 462.4624624624625, 466.4664664664665, 487.48748748748756, 496.49649649649655, 522.5225225225225, 528.5285285285286, 535.5355355355356, 540.5405405405406, 557.5575575575576, 558.5585585585586, 560.5605605605606, 563.5635635635637, 571.5715715715717, 572.5725725725727, 575.5755755755756, 578.5785785785787, 581.5815815815816, 586.5865865865867, 590.5905905905906, 603.6036036036037, 612.6126126126127, 616.6166166166166, 621.6216216216217, 628.6286286286287, 631.6316316316316, 645.6456456456457, 651.6516516516517, 652.6526526526527, 654.6546546546547, 656.6566566566568, 657.6576576576578, 660.6606606606607, 663.6636636636637, 668.6686686686687, 699.6996996996997, 701.7017017017017, 708.7087087087087, 715.7157157157158, 723.7237237237238, 730.7307307307308, 737.7377377377378, 755.7557557557558, 760.7607607607608, 763.7637637637638, 766.7667667667669, 767.7677677677679, 771.7717717717718, 774.7747747747749, 775.7757757757759, 776.7767767767768, 779.7797797797798, 786.7867867867868, 788.7887887887889, 791.7917917917919, 797.7977977977979, 805.8058058058059, 839.8398398398399, 846.8468468468469, 857.8578578578579, 865.865865865866, 869.86986986987, 874.874874874875, 876.876876876877, 878.8788788788789, 881.881881881882, 895.8958958958959, 901.901901901902, 906.906906906907, 909.90990990991, 927.927927927928, 934.934934934935, 936.9369369369371, 941.941941941942, 947.947947947948, 971.971971971972, 978.9789789789791, 981.981981981982, 983.9839839839841, 993.9939939939941
5.005005005005005, 13.013013013013014, 22.022022022022025, 30.030030030030034, 35.03503503503504, 49.04904904904905, 55.05505505505506, 75.07507507507508, 80.08008008008008, 91.0910910910911, 106.10610610610611, 117.11711711711713, 124.12412412412414, 130.13013013013014, 148.14814814814815, 149.14914914914917, 152.15215215215215, 156.15615615615616, 161.16116116116117, 176.1761761761762, 191.1911911911912, 197.19719719719723, 200.20020020020021, 209.20920920920923, 216.21621621621622, 217.21721721721724, 222.22222222222223, 228.22822822822826, 239.23923923923925, 251.25125125125126, 252.25225225225228, 255.25525525525526, 262.2622622622623, 265.26526526526527, 280.2802802802803, 287.2872872872873, 301.30130130130135, 311.31131131131133, 314.31431431431434, 322.32232232232235, 338.33833833833836, 342.34234234234236, 358.3583583583584, 368.3683683683684, 377.3773773773774, 392.3923923923924, 406.40640640640646, 411.41141141141145, 415.41541541541545, 421.4214214214215, 425.4254254254255, 427.42742742742746, 429.4294294294295, 432.43243243243245, 438.4384384384385, 440.44044044044045, 442.4424424424425, 449.4494494494495, 454.4544544544545, 460.4604604604605, 462.4624624624625, 464.4644644644645, 481.4814814814815, 482.4824824824825, 487.48748748748756, 519.5195195195196, 522.5225225225225, 526.5265265265266, 528.5285285285286, 529.5295295295296, 530.5305305305305, 538.5385385385385, 545.5455455455456, 557.5575575575576, 558.5585585585586, 563.5635635635637, 575.5755755755756, 581.5815815815816, 586.5865865865867, 590.5905905905906, 612.6126126126127, 616.6166166166166, 628.6286286286287, 645.6456456456457, 650.6506506506507, 651.6516516516517, 654.6546546546547, 656.6566566566568, 660.6606606606607, 661.6616616616617, 670.6706706706707, 697.6976976976978, 701.7017017017017, 704.7047047047048, 708.7087087087087, 723.7237237237238, 730.7307307307308, 737.7377377377378, 755.7557557557558, 760.7607607607608, 763.7637637637638, 765.7657657657659, 767.7677677677679, 772.7727727727729, 774.7747747747749, 775.7757757757759, 776.7767767767768, 779.7797797797798, 786.7867867867868, 788.7887887887889, 791.7917917917919, 792.7927927927929, 795.7957957957958, 797.7977977977979, 805.8058058058059, 825.8258258258259, 839.8398398398399, 846.8468468468469, 850.850850850851, 857.8578578578579, 859.85985985986, 862.8628628628629, 865.865865865866, 875.875875875876, 876.876876876877, 881.881881881882, 896.896896896897, 905.905905905906, 910.910910910911, 912.912912912913, 934.934934934935, 936.9369369369371, 941.941941941942, 947.947947947948, 950.950950950951, 961.9619619619621, 978.9789789789791, 983.9839839839841, 993.9939939939941
