6.0060060060060065, 23.023023023023026, 40.04004004004004, 50.050050050050054, 53.053053053053056, 55.05505505505506, 62.06206206206207, 65.06506506506507, 69.06906906906907, 87.0870870870871, 93.0930930930931, 98.0980980980981, 99.0990990990991, 101.10110110110111, 121.12112112112113, 125.12512512512514, 126.12612612612614, 133.13313313313316, 136.13613613613614, 141.14114114114116, 152.15215215215215, 166.1661661661662, 171.17117117117118, 172.1721721721722, 174.1741741741742, 190.1901901901902, 214.21421421421422, 223.22322322322324, 226.22622622622626, 228.22822822822826, 238.23823823823827, 254.25425425425428, 256.2562562562563, 271.2712712712713, 275.2752752752753, 289.28928928928934, 295.2952952952953, 300.3003003003003, 303.3033033033033, 310.31031031031034, 312.3123123123123, 317.31731731731736, 320.3203203203203, 321.32132132132136, 322.32232232232235, 325.32532532532537, 335.33533533533534, 343.34334334334335, 349.3493493493494, 352.3523523523524, 366.3663663663664, 379.37937937937943, 380.3803803803804, 385.3853853853854, 389.3893893893894, 399.39939939939944, 402.40240240240246, 406.40640640640646, 410.41041041041046, 431.43143143143146, 435.43543543543547, 448.4484484484485, 478.4784784784785, 492.49249249249254, 496.49649649649655, 502.5025025025025, 533.5335335335336, 539.5395395395395, 545.5455455455456, 553.5535535535536, 561.5615615615616, 563.5635635635637, 570.5705705705706, 572.5725725725727, 573.5735735735736, 591.5915915915916, 592.5925925925926, 599.5995995995996, 608.6086086086086, 612.6126126126127, 615.6156156156156, 626.6266266266267, 627.6276276276277, 633.6336336336337, 638.6386386386387, 647.6476476476477, 653.6536536536537, 661.6616616616617, 679.6796796796798, 680.6806806806808, 695.6956956956958, 698.6986986986988, 713.7137137137138, 715.7157157157158, 717.7177177177177, 738.7387387387388, 740.7407407407408, 762.7627627627628, 766.7667667667669, 774.7747747747749, 779.7797797797798, 786.7867867867868, 788.7887887887889, 792.7927927927929, 794.7947947947948, 807.8078078078079, 827.827827827828, 829.8298298298299, 836.8368368368369, 843.843843843844, 847.8478478478479, 848.8488488488489, 849.8498498498499, 853.8538538538539, 854.8548548548549, 855.8558558558559, 863.8638638638639, 864.8648648648649, 865.865865865866, 870.8708708708709, 875.875875875876, 880.8808808808809, 888.8888888888889, 895.8958958958959, 902.902902902903, 906.906906906907, 910.910910910911, 919.91991991992, 920.920920920921, 923.923923923924, 929.92992992993, 931.931931931932, 932.932932932933, 950.950950950951, 953.953953953954, 963.963963963964, 968.9689689689691, 970.970970970971, 975.9759759759761, 982.9829829829831, 983.9839839839841, 991.9919919919921
6.0060060060060065, 8.008008008008009, 9.00900900900901, 17.017017017017018, 23.023023023023026, 40.04004004004004, 43.04304304304305, 49.04904904904905, 53.053053053053056, 69.06906906906907, 70.07007007007007, 74.07407407407408, 78.07807807807808, 87.0870870870871, 93.0930930930931, 98.0980980980981, 99.0990990990991, 101.10110110110111, 110.11011011011011, 111.11111111111111, 112.11211211211213, 116.11611611611613, 120.12012012012013, 126.12612612612614, 130.13013013013014, 152.15215215215215, 172.1721721721722, 173.17317317317318, 174.1741741741742, 194.1941941941942, 210.21021021021022, 217.21721721721724, 220.22022022022023, 221.22122122122124, 226.22622622622626, 238.23823823823827, 260.2602602602603, 263.2632632632633, 297.29729729729735, 300.3003003003003, 303.3033033033033, 305.30530530530535, 312.3123123123123, 313.31331331331336, 320.3203203203203, 322.32232232232235, 325.32532532532537, 327.32732732732734, 343.34334334334335, 349.3493493493494, 352.3523523523524, 355.3553553553554, 366.3663663663664, 367.3673673673674, 369.3693693693694, 373.3733733733734, 379.37937937937943, 385.3853853853854, 389.3893893893894, 406.40640640640646, 419.41941941941946, 431.43143143143146, 435.43543543543547, 436.43643643643645, 443.44344344344347, 448.4484484484485, 452.4524524524525, 453.4534534534535, 459.4594594594595, 468.46846846846853, 492.49249249249254, 493.49349349349353, 496.49649649649655, 505.50550550550554, 513.5135135135135, 527.5275275275276, 532.5325325325326, 543.5435435435436, 547.5475475475477, 561.5615615615616, 576.5765765765766, 579.5795795795797, 591.5915915915916, 600.6006006006006, 602.6026026026027, 608.6086086086086, 615.6156156156156, 650.6506506506507, 653.6536536536537, 670.6706706706707, 679.6796796796798, 694.6946946946947, 695.6956956956958, 698.6986986986988, 715.7157157157158, 717.7177177177177, 729.7297297297298, 738.7387387387388, 740.7407407407408, 762.7627627627628, 774.7747747747749, 791.7917917917919, 792.7927927927929, 807.8078078078079, 813.8138138138139, 815.8158158158159, 820.8208208208209, 827.827827827828, 829.8298298298299, 843.843843843844, 847.8478478478479, 848.8488488488489, 855.8558558558559, 856.8568568568569, 864.8648648648649, 870.8708708708709, 875.875875875876, 892.892892892893, 893.893893893894, 899.8998998999, 902.902902902903, 906.906906906907, 910.910910910911, 919.91991991992, 920.920920920921, 926.926926926927, 928.928928928929, 932.932932932933, 951.9519519519521, 953.953953953954, 962.962962962963, 968.9689689689691, 975.9759759759761, 982.9829829829831, 991.9919919919921, 992.9929929929931
