0.0, 6.0060060060060065, 11.011011011011012, 17.017017017017018, 37.03703703703704, 59.05905905905907, 65.06506506506507, 75.07507507507508, 78.07807807807808, 94.0940940940941, 97.0970970970971, 103.10310310310311, 104.10410410410411, 108.10810810810811, 134.13413413413414, 136.13613613613614, 137.13713713713716, 143.14314314314316, 144.14414414414415, 152.15215215215215, 154.15415415415416, 176.1761761761762, 180.1801801801802, 182.1821821821822, 183.1831831831832, 205.20520520520523, 211.21121121121124, 213.21321321321324, 214.21421421421422, 217.21721721721724, 229.22922922922925, 246.24624624624627, 247.24724724724726, 248.24824824824827, 251.25125125125126, 255.25525525525526, 256.2562562562563, 265.26526526526527, 268.2682682682683, 278.2782782782783, 291.2912912912913, 300.3003003003003, 307.3073073073073, 308.3083083083083, 318.31831831831835, 363.3633633633634, 375.3753753753754, 381.3813813813814, 386.38638638638645, 392.3923923923924, 403.40340340340344, 417.4174174174175, 432.43243243243245, 441.4414414414415, 452.4524524524525, 469.4694694694695, 471.4714714714715, 472.47247247247253, 478.4784784784785, 484.48448448448454, 500.50050050050055, 503.50350350350357, 507.50750750750757, 514.5145145145145, 515.5155155155155, 527.5275275275276, 530.5305305305305, 539.5395395395395, 550.5505505505506, 553.5535535535536, 557.5575575575576, 558.5585585585586, 567.5675675675676, 570.5705705705706, 573.5735735735736, 574.5745745745746, 592.5925925925926, 593.5935935935936, 603.6036036036037, 614.6146146146147, 628.6286286286287, 634.6346346346347, 637.6376376376377, 642.6426426426427, 648.6486486486488, 652.6526526526527, 658.6586586586587, 660.6606606606607, 663.6636636636637, 671.6716716716717, 673.6736736736738, 674.6746746746747, 683.6836836836837, 695.6956956956958, 705.7057057057058, 708.7087087087087, 711.7117117117118, 720.7207207207208, 726.7267267267268, 728.7287287287288, 732.7327327327328, 738.7387387387388, 755.7557557557558, 757.7577577577579, 759.7597597597598, 766.7667667667669, 767.7677677677679, 770.7707707707708, 771.7717717717718, 784.7847847847848, 785.7857857857858, 786.7867867867868, 787.7877877877878, 820.8208208208209, 822.8228228228229, 823.8238238238239, 824.8248248248249, 825.8258258258259, 830.8308308308309, 838.8388388388389, 841.8418418418419, 844.8448448448449, 848.8488488488489, 855.8558558558559, 859.85985985986, 860.860860860861, 862.8628628628629, 863.8638638638639, 872.8728728728729, 879.8798798798799, 881.881881881882, 887.8878878878879, 889.88988988989, 891.891891891892, 928.928928928929, 936.9369369369371, 945.945945945946, 947.947947947948, 948.948948948949, 958.958958958959, 965.965965965966, 967.9679679679681, 971.971971971972, 976.9769769769771, 977.9779779779781, 978.9789789789791, 983.9839839839841, 984.9849849849851, 987.987987987988, 993.9939939939941
6.0060060060060065, 7.007007007007008, 9.00900900900901, 17.017017017017018, 31.031031031031034, 40.04004004004004, 59.05905905905907, 64.06406406406407, 65.06506506506507, 67.06706706706707, 71.07107107107107, 75.07507507507508, 77.07707707707708, 97.0970970970971, 104.10410410410411, 118.11811811811813, 134.13413413413414, 136.13613613613614, 142.14214214214215, 149.14914914914917, 154.15415415415416, 164.1641641641642, 169.16916916916918, 182.1821821821822, 183.1831831831832, 185.1851851851852, 198.1981981981982, 200.20020020020021, 205.20520520520523, 206.20620620620622, 214.21421421421422, 217.21721721721724, 229.22922922922925, 239.23923923923925, 246.24624624624627, 247.24724724724726, 248.24824824824827, 252.25225225225228, 255.25525525525526, 265.26526526526527, 268.2682682682683, 277.2772772772773, 278.2782782782783, 291.2912912912913, 295.2952952952953, 310.31031031031034, 316.3163163163163, 339.33933933933935, 343.34334334334335, 360.3603603603604, 371.3713713713714, 375.3753753753754, 376.3763763763764, 387.38738738738743, 395.39539539539544, 398.39839839839846, 405.4054054054054, 417.4174174174175, 434.4344344344345, 446.4464464464465, 461.4614614614615, 466.4664664664665, 469.4694694694695, 472.47247247247253, 478.4784784784785, 481.4814814814815, 489.48948948948953, 494.4944944944945, 503.50350350350357, 508.50850850850856, 514.5145145145145, 515.5155155155155, 527.5275275275276, 534.5345345345346, 540.5405405405406, 550.5505505505506, 553.5535535535536, 556.5565565565566, 560.5605605605606, 566.5665665665666, 567.5675675675676, 568.5685685685686, 574.5745745745746, 581.5815815815816, 582.5825825825826, 592.5925925925926, 596.5965965965967, 603.6036036036037, 610.6106106106107, 638.6386386386387, 640.6406406406406, 648.6486486486488, 652.6526526526527, 660.6606606606607, 671.6716716716717, 674.6746746746747, 683.6836836836837, 685.6856856856857, 695.6956956956958, 701.7017017017017, 705.7057057057058, 719.7197197197198, 720.7207207207208, 722.7227227227228, 726.7267267267268, 735.7357357357358, 738.7387387387388, 742.7427427427428, 757.7577577577579, 759.7597597597598, 775.7757757757759, 783.7837837837839, 784.7847847847848, 802.8028028028028, 807.8078078078079, 810.8108108108108, 817.8178178178179, 819.8198198198199, 821.8218218218219, 822.8228228228229, 825.8258258258259, 827.827827827828, 830.8308308308309, 831.8318318318319, 841.8418418418419, 844.8448448448449, 851.851851851852, 872.8728728728729, 877.877877877878, 879.8798798798799, 887.8878878878879, 889.88988988989, 891.891891891892, 900.900900900901, 907.907907907908, 928.928928928929, 937.937937937938, 945.945945945946, 946.946946946947, 948.948948948949, 958.958958958959, 965.965965965966, 976.9769769769771, 977.9779779779781, 984.9849849849851, 993.9939939939941
