10.01001001001001, 12.012012012012013, 41.04104104104105, 75.07507507507508, 85.0850850850851, 86.0860860860861, 88.0880880880881, 93.0930930930931, 95.0950950950951, 99.0990990990991, 102.10210210210211, 125.12512512512514, 130.13013013013014, 134.13413413413414, 143.14314314314316, 148.14814814814815, 155.15515515515517, 157.15715715715717, 161.16116116116117, 165.16516516516518, 166.1661661661662, 173.17317317317318, 185.1851851851852, 187.1871871871872, 225.22522522522524, 235.23523523523525, 238.23823823823827, 242.24224224224227, 246.24624624624627, 258.2582582582583, 267.2672672672673, 274.2742742742743, 281.2812812812813, 291.2912912912913, 307.3073073073073, 319.31931931931933, 320.3203203203203, 328.3283283283284, 330.33033033033036, 341.3413413413414, 358.3583583583584, 372.3723723723724, 375.3753753753754, 381.3813813813814, 385.3853853853854, 387.38738738738743, 395.39539539539544, 409.4094094094094, 412.41241241241244, 422.42242242242247, 427.42742742742746, 431.43143143143146, 436.43643643643645, 437.4374374374375, 440.44044044044045, 441.4414414414415, 449.4494494494495, 461.4614614614615, 464.4644644644645, 467.4674674674675, 490.4904904904905, 494.4944944944945, 495.49549549549556, 499.49949949949956, 502.5025025025025, 513.5135135135135, 518.5185185185186, 524.5245245245246, 526.5265265265266, 528.5285285285286, 533.5335335335336, 541.5415415415416, 549.5495495495496, 555.5555555555557, 559.5595595595596, 560.5605605605606, 563.5635635635637, 570.5705705705706, 572.5725725725727, 574.5745745745746, 581.5815815815816, 582.5825825825826, 583.5835835835836, 587.5875875875877, 603.6036036036037, 607.6076076076076, 608.6086086086086, 619.6196196196197, 642.6426426426427, 646.6466466466467, 648.6486486486488, 652.6526526526527, 656.6566566566568, 666.6666666666667, 675.6756756756757, 676.6766766766767, 684.6846846846847, 688.6886886886888, 694.6946946946947, 714.7147147147148, 717.7177177177177, 720.7207207207208, 725.7257257257257, 732.7327327327328, 737.7377377377378, 739.7397397397398, 767.7677677677679, 772.7727727727729, 792.7927927927929, 797.7977977977979, 813.8138138138139, 824.8248248248249, 828.8288288288289, 838.8388388388389, 839.8398398398399, 843.843843843844, 844.8448448448449, 845.8458458458459, 846.8468468468469, 854.8548548548549, 860.860860860861, 865.865865865866, 869.86986986987, 880.8808808808809, 882.882882882883, 888.8888888888889, 899.8998998999, 902.902902902903, 916.916916916917, 937.937937937938, 945.945945945946, 953.953953953954, 965.965965965966, 966.9669669669671, 969.9699699699701, 982.9829829829831, 987.987987987988, 997.9979979979981
10.01001001001001, 17.017017017017018, 26.026026026026027, 38.03803803803804, 49.04904904904905, 56.056056056056065, 72.07207207207207, 78.07807807807808, 79.07907907907908, 94.0940940940941, 96.0960960960961, 97.0970970970971, 104.10410410410411, 140.14014014014015, 146.14614614614615, 155.15515515515517, 160.16016016016016, 161.16116116116117, 164.1641641641642, 166.1661661661662, 181.1811811811812, 200.20020020020021, 211.21121121121124, 217.21721721721724, 218.21821821821823, 220.22022022022023, 223.22322322322324, 229.22922922922925, 231.23123123123125, 239.23923923923925, 241.24124124124126, 244.24424424424427, 246.24624624624627, 260.2602602602603, 269.2692692692693, 270.2702702702703, 272.2722722722723, 273.2732732732733, 282.2822822822823, 315.31531531531533, 324.3243243243244, 332.3323323323324, 353.3533533533534, 361.3613613613614, 370.3703703703704, 381.3813813813814, 396.3963963963964, 402.40240240240246, 406.40640640640646, 420.42042042042044, 426.4264264264265, 431.43143143143146, 433.4334334334335, 437.4374374374375, 440.44044044044045, 446.4464464464465, 448.4484484484485, 454.4544544544545, 458.4584584584585, 460.4604604604605, 467.4674674674675, 486.4864864864865, 490.4904904904905, 495.49549549549556, 502.5025025025025, 503.50350350350357, 516.5165165165166, 523.5235235235235, 532.5325325325326, 547.5475475475477, 550.5505505505506, 560.5605605605606, 564.5645645645646, 601.6016016016016, 603.6036036036037, 605.6056056056057, 613.6136136136137, 615.6156156156156, 625.6256256256257, 628.6286286286287, 634.6346346346347, 636.6366366366367, 659.6596596596597, 660.6606606606607, 663.6636636636637, 665.6656656656658, 676.6766766766767, 679.6796796796798, 684.6846846846847, 691.6916916916917, 702.7027027027027, 704.7047047047048, 717.7177177177177, 721.7217217217218, 733.7337337337337, 736.7367367367368, 749.7497497497499, 752.7527527527528, 766.7667667667669, 771.7717717717718, 779.7797797797798, 792.7927927927929, 797.7977977977979, 800.8008008008009, 805.8058058058059, 807.8078078078079, 814.8148148148149, 815.8158158158159, 818.8188188188188, 835.835835835836, 838.8388388388389, 845.8458458458459, 849.8498498498499, 854.8548548548549, 857.8578578578579, 858.858858858859, 860.860860860861, 877.877877877878, 898.898898898899, 919.91991991992, 922.922922922923, 934.934934934935, 935.9359359359361, 944.9449449449451, 945.945945945946, 956.956956956957, 961.9619619619621, 962.962962962963, 964.964964964965, 975.9759759759761, 981.981981981982, 983.9839839839841, 985.9859859859861, 989.98998998999
