5.005005005005005, 6.0060060060060065, 39.03903903903904, 43.04304304304305, 62.06206206206207, 68.06806806806807, 90.0900900900901, 94.0940940940941, 106.10610610610611, 108.10810810810811, 109.10910910910911, 128.12812812812814, 130.13013013013014, 138.13813813813815, 139.13913913913916, 142.14214214214215, 151.15115115115117, 159.15915915915917, 161.16116116116117, 163.16316316316318, 168.1681681681682, 170.1701701701702, 171.17117117117118, 175.17517517517518, 176.1761761761762, 183.1831831831832, 194.1941941941942, 202.20220220220222, 204.20420420420422, 207.20720720720723, 213.21321321321324, 217.21721721721724, 219.21921921921924, 223.22322322322324, 231.23123123123125, 234.23423423423426, 236.23623623623627, 238.23823823823827, 245.24524524524526, 247.24724724724726, 248.24824824824827, 256.2562562562563, 258.2582582582583, 261.26126126126127, 281.2812812812813, 286.2862862862863, 292.2922922922923, 296.2962962962963, 298.29829829829833, 299.2992992992993, 300.3003003003003, 315.31531531531533, 318.31831831831835, 319.31931931931933, 322.32232232232235, 326.32632632632635, 330.33033033033036, 333.33333333333337, 334.33433433433436, 341.3413413413414, 349.3493493493494, 351.35135135135135, 380.3803803803804, 403.40340340340344, 406.40640640640646, 409.4094094094094, 412.41241241241244, 419.41941941941946, 421.4214214214215, 427.42742742742746, 431.43143143143146, 432.43243243243245, 446.4464464464465, 452.4524524524525, 463.4634634634635, 483.48348348348355, 486.4864864864865, 498.4984984984985, 517.5175175175176, 520.5205205205206, 523.5235235235235, 533.5335335335336, 537.5375375375376, 546.5465465465466, 549.5495495495496, 561.5615615615616, 581.5815815815816, 582.5825825825826, 586.5865865865867, 591.5915915915916, 611.6116116116117, 615.6156156156156, 617.6176176176177, 625.6256256256257, 632.6326326326326, 656.6566566566568, 658.6586586586587, 663.6636636636637, 672.6726726726728, 676.6766766766767, 680.6806806806808, 683.6836836836837, 685.6856856856857, 689.6896896896898, 700.7007007007007, 701.7017017017017, 710.7107107107108, 714.7147147147148, 720.7207207207208, 728.7287287287288, 732.7327327327328, 734.7347347347348, 759.7597597597598, 774.7747747747749, 775.7757757757759, 781.7817817817819, 789.7897897897899, 801.8018018018018, 805.8058058058059, 809.8098098098098, 812.8128128128129, 813.8138138138139, 814.8148148148149, 822.8228228228229, 829.8298298298299, 834.834834834835, 848.8488488488489, 851.851851851852, 861.8618618618619, 867.867867867868, 870.8708708708709, 877.877877877878, 885.885885885886, 887.8878878878879, 896.896896896897, 897.897897897898, 900.900900900901, 901.901901901902, 904.904904904905, 911.911911911912, 925.925925925926, 928.928928928929, 932.932932932933, 937.937937937938, 940.940940940941, 944.9449449449451, 947.947947947948, 948.948948948949, 967.9679679679681, 974.9749749749751, 984.9849849849851, 988.988988988989, 993.9939939939941, 998.9989989989991
9.00900900900901, 16.016016016016017, 19.01901901901902, 21.021021021021024, 23.023023023023026, 25.025025025025027, 30.030030030030034, 32.032032032032035, 36.03603603603604, 38.03803803803804, 43.04304304304305, 61.06106106106107, 66.06606606606607, 77.07707707707708, 82.0820820820821, 83.0830830830831, 85.0850850850851, 88.0880880880881, 93.0930930930931, 96.0960960960961, 108.10810810810811, 110.11011011011011, 126.12612612612614, 129.12912912912915, 137.13713713713716, 138.13813813813815, 144.14414414414415, 148.14814814814815, 151.15115115115117, 153.15315315315317, 160.16016016016016, 168.1681681681682, 176.1761761761762, 177.17717717717719, 185.1851851851852, 202.20220220220222, 204.20420420420422, 207.20720720720723, 212.21221221221222, 218.21821821821823, 232.23223223223226, 234.23423423423426, 241.24124124124126, 252.25225225225228, 253.25325325325326, 254.25425425425428, 255.25525525525526, 263.2632632632633, 268.2682682682683, 275.2752752752753, 276.2762762762763, 278.2782782782783, 285.2852852852853, 296.2962962962963, 298.29829829829833, 302.30230230230234, 305.30530530530535, 307.3073073073073, 317.31731731731736, 319.31931931931933, 322.32232232232235, 345.3453453453454, 361.3613613613614, 378.3783783783784, 382.3823823823824, 383.38338338338343, 401.4014014014014, 406.40640640640646, 410.41041041041046, 414.41441441441447, 421.4214214214215, 431.43143143143146, 432.43243243243245, 447.4474474474475, 463.4634634634635, 471.4714714714715, 476.47647647647653, 481.4814814814815, 498.4984984984985, 509.50950950950954, 512.5125125125126, 513.5135135135135, 515.5155155155155, 532.5325325325326, 535.5355355355356, 541.5415415415416, 546.5465465465466, 549.5495495495496, 565.5655655655656, 570.5705705705706, 573.5735735735736, 577.5775775775776, 592.5925925925926, 594.5945945945947, 600.6006006006006, 607.6076076076076, 609.6096096096097, 614.6146146146147, 626.6266266266267, 635.6356356356357, 656.6566566566568, 660.6606606606607, 670.6706706706707, 683.6836836836837, 710.7107107107108, 732.7327327327328, 747.7477477477478, 754.7547547547548, 755.7557557557558, 762.7627627627628, 775.7757757757759, 780.7807807807809, 782.7827827827829, 785.7857857857858, 799.7997997997999, 806.8068068068069, 807.8078078078079, 809.8098098098098, 831.8318318318319, 834.834834834835, 839.8398398398399, 867.867867867868, 876.876876876877, 883.883883883884, 884.884884884885, 888.8888888888889, 890.890890890891, 908.908908908909, 911.911911911912, 913.913913913914, 923.923923923924, 933.933933933934, 936.9369369369371, 945.945945945946, 947.947947947948, 950.950950950951, 951.9519519519521, 955.955955955956, 986.9869869869871, 990.9909909909911, 995.995995995996, 1000.0
